stop_name,hour,day_of_week,is_weekend,is_peak_hour,delay_minutes
Lakdi-ka-pul,23,4,0,0,1.38
Assembly,23,6,1,0,0.62
Nampally,23,3,0,0,0.55
Gandhi Bhavan,23,3,0,0,2.27
Osmania Medical College,23,4,0,0,0.33
Mahatma Gandhi Bus Station,23,4,0,0,0.28
Malakpet,23,5,1,0,2.8
New Market,23,1,0,0,1.65
Musarambagh,23,6,1,0,1.72
Dilsukh Nagar,23,4,0,0,0.22
Chaitanyapuri,23,4,0,0,0.15
Victoria Memorial,23,3,0,0,0.02
L. B. Nagar,23,3,0,0,0.27
Miyapur,22,0,0,0,1.48
JNTU College,22,5,1,0,0.27
KPHB Colony,22,0,0,0,1.3
Kukatpally,22,0,0,0,0.28
Balanagar,22,4,0,0,0.5
Moosapet,22,1,0,0,4.08
Bharat Nagar,23,3,0,0,0.0
Erragadda,23,2,0,0,0.47
ESI Hospital,23,6,1,0,0.35
S. R. Nagar,23,6,1,0,0.1
Ameerpet,23,1,0,0,2.42
Panjagutta,23,5,1,0,1.18
Erra Manzil,23,6,1,0,1.7
Khairatabad,23,2,0,0,0.0
Lakdi-ka-pul,23,5,1,0,0.02
Assembly,23,6,1,0,0.95
Nampally,23,4,0,0,0.0
Gandhi Bhavan,23,5,1,0,0.95
Osmania Medical College,23,6,1,0,1.15
Mahatma Gandhi Bus Station,23,2,0,0,0.0
Malakpet,23,5,1,0,1.7
New Market,23,5,1,0,2.42
Musarambagh,23,0,0,0,1.67
Dilsukh Nagar,23,5,1,0,0.35
Chaitanyapuri,23,3,0,0,0.88
Victoria Memorial,23,1,0,0,2.45
L. B. Nagar,23,0,0,0,0.0
Miyapur,22,3,0,0,0.0
JNTU College,23,6,1,0,0.0
KPHB Colony,23,5,1,0,0.0
Kukatpally,23,6,1,0,1.42
Balanagar,23,0,0,0,1.42
Moosapet,23,1,0,0,1.55
Bharat Nagar,23,4,0,0,2.65
Erragadda,23,2,0,0,0.12
ESI Hospital,23,4,0,0,0.25
S. R. Nagar,23,5,1,0,0.0
Ameerpet,23,5,1,0,2.55
Panjagutta,23,6,1,0,0.0
Erra Manzil,23,2,0,0,0.0
Khairatabad,23,2,0,0,0.33
Lakdi-ka-pul,23,6,1,0,0.73
Assembly,23,5,1,0,1.9
Nampally,23,1,0,0,1.22
Gandhi Bhavan,23,1,0,0,0.97
Osmania Medical College,23,4,0,0,0.68
Mahatma Gandhi Bus Station,23,3,0,0,0.35
Malakpet,23,3,0,0,0.0
New Market,23,4,0,0,0.52
Musarambagh,23,6,1,0,0.0
Dilsukh Nagar,23,2,0,0,0.23
Chaitanyapuri,23,6,1,0,0.0
Victoria Memorial,23,1,0,0,0.53
L. B. Nagar,23,4,0,0,0.03
Miyapur,22,3,0,0,0.88
JNTU College,22,2,0,0,0.78
KPHB Colony,22,3,0,0,0.07
Kukatpally,22,2,0,0,2.87
Balanagar,22,3,0,0,0.1
Moosapet,22,5,1,0,1.92
Bharat Nagar,22,0,0,0,0.0
Erragadda,22,2,0,0,2.13
ESI Hospital,22,2,0,0,0.02
S. R. Nagar,22,6,1,0,1.42
Ameerpet,22,2,0,0,2.92
Panjagutta,22,0,0,0,0.0
Erra Manzil,22,0,0,0,0.07
Khairatabad,22,6,1,0,1.45
Lakdi-ka-pul,22,3,0,0,0.07
Assembly,22,1,0,0,2.55
Nampally,22,6,1,0,0.05
Gandhi Bhavan,22,5,1,0,0.65
Osmania Medical College,22,3,0,0,1.28
Mahatma Gandhi Bus Station,22,2,0,0,0.48
Malakpet,22,2,0,0,0.23
New Market,22,5,1,0,1.42
Musarambagh,22,6,1,0,1.53
Dilsukh Nagar,22,3,0,0,2.55
Chaitanyapuri,22,4,0,0,0.47
Victoria Memorial,22,1,0,0,0.7
L. B. Nagar,22,0,0,0,0.45
L. B. Nagar,22,1,0,0,0.28
Victoria Memorial,23,4,0,0,1.38
Chaitanyapuri,23,3,0,0,0.4
Dilsukh Nagar,23,6,1,0,0.55
Musarambagh,23,3,0,0,0.52
New Market,23,2,0,0,1.23
Malakpet,23,5,1,0,2.48
Mahatma Gandhi Bus Station,23,3,0,0,1.08
Osmania Medical College,23,4,0,0,0.63
Gandhi Bhavan,23,3,0,0,1.5
Nampally,23,6,1,0,1.02
Assembly,23,3,0,0,0.05
Lakdi-ka-pul,23,4,0,0,0.1
Khairatabad,23,0,0,0,0.03
Erra Manzil,23,1,0,0,0.6
Panjagutta,23,6,1,0,0.0
Ameerpet,23,3,0,0,2.13
S. R. Nagar,23,1,0,0,2.4
ESI Hospital,23,1,0,0,0.0
Erragadda,23,2,0,0,1.08
Bharat Nagar,23,0,0,0,0.0
Moosapet,23,1,0,0,0.0
Balanagar,23,2,0,0,0.0
Kukatpally,23,4,0,0,0.1
KPHB Colony,23,4,0,0,0.33
JNTU College,23,4,0,0,0.8
Miyapur,23,5,1,0,0.05
L. B. Nagar,21,5,1,0,0.13
Victoria Memorial,21,6,1,0,0.18
Chaitanyapuri,21,4,0,0,0.98
Dilsukh Nagar,21,4,0,0,0.0
Musarambagh,21,2,0,0,0.8
New Market,21,0,0,0,0.0
Malakpet,21,0,0,0,0.45
Mahatma Gandhi Bus Station,21,2,0,0,0.1
Osmania Medical College,21,2,0,0,0.25
Gandhi Bhavan,21,5,1,0,0.0
Nampally,21,3,0,0,3.88
Assembly,21,1,0,0,0.0
Lakdi-ka-pul,21,5,1,0,2.48
Khairatabad,21,6,1,0,1.02
Erra Manzil,21,5,1,0,0.03
Panjagutta,21,4,0,0,5.72
Ameerpet,21,5,1,0,2.47
S. R. Nagar,21,5,1,0,0.0
ESI Hospital,21,1,0,0,0.48
Erragadda,21,3,0,0,1.03
Bharat Nagar,21,6,1,0,0.57
Moosapet,21,0,0,0,0.28
Balanagar,21,6,1,0,0.4
Kukatpally,21,4,0,0,0.42
KPHB Colony,21,5,1,0,3.2
JNTU College,21,5,1,0,1.6
Miyapur,22,0,0,0,0.6
L. B. Nagar,21,2,0,0,0.22
Victoria Memorial,21,6,1,0,1.65
Chaitanyapuri,21,1,0,0,0.17
Dilsukh Nagar,21,0,0,0,0.23
Musarambagh,21,3,0,0,0.45
New Market,21,0,0,0,2.12
Malakpet,21,4,0,0,0.0
Mahatma Gandhi Bus Station,21,4,0,0,0.0
Osmania Medical College,21,1,0,0,0.67
Gandhi Bhavan,21,2,0,0,0.32
Nampally,21,5,1,0,0.83
Assembly,21,4,0,0,0.6
Lakdi-ka-pul,21,3,0,0,0.0
Khairatabad,21,6,1,0,0.12
Erra Manzil,21,1,0,0,0.15
Panjagutta,21,4,0,0,1.72
Ameerpet,21,3,0,0,3.63
S. R. Nagar,21,5,1,0,0.12
ESI Hospital,21,0,0,0,0.05
Erragadda,21,5,1,0,0.93
Bharat Nagar,21,3,0,0,1.25
Moosapet,21,5,1,0,0.45
Balanagar,21,1,0,0,1.13
Kukatpally,22,4,0,0,1.23
KPHB Colony,22,2,0,0,2.73
JNTU College,22,2,0,0,0.07
Miyapur,22,3,0,0,0.2
L. B. Nagar,21,3,0,0,0.07
Victoria Memorial,21,3,0,0,2.02
Chaitanyapuri,21,4,0,0,0.0
Dilsukh Nagar,21,2,0,0,0.85
Musarambagh,21,2,0,0,0.08
New Market,21,1,0,0,0.32
Malakpet,21,1,0,0,0.35
Mahatma Gandhi Bus Station,21,0,0,0,0.0
Osmania Medical College,21,4,0,0,0.28
Gandhi Bhavan,21,3,0,0,0.07
Nampally,21,1,0,0,1.3
Assembly,21,0,0,0,0.35
Lakdi-ka-pul,21,0,0,0,0.6
Khairatabad,21,2,0,0,0.0
Erra Manzil,21,4,0,0,1.62
Panjagutta,21,4,0,0,0.83
Ameerpet,21,5,1,0,0.0
S. R. Nagar,21,3,0,0,2.83
ESI Hospital,21,4,0,0,2.22
Erragadda,21,5,1,0,0.85
Bharat Nagar,22,3,0,0,2.7
Moosapet,22,4,0,0,0.38
Balanagar,22,2,0,0,0.45
Kukatpally,22,5,1,0,0.0
KPHB Colony,22,0,0,0,0.0
JNTU College,22,4,0,0,0.0
Miyapur,22,6,1,0,0.0
L. B. Nagar,21,4,0,0,0.15
Victoria Memorial,21,2,0,0,0.58
Chaitanyapuri,21,1,0,0,0.18
Dilsukh Nagar,21,3,0,0,1.08
Musarambagh,21,1,0,0,0.17
New Market,21,0,0,0,2.33
Malakpet,21,1,0,0,0.25
Mahatma Gandhi Bus Station,21,6,1,0,0.33
Osmania Medical College,21,6,1,0,1.9
Gandhi Bhavan,21,0,0,0,0.6
Nampally,21,3,0,0,0.02
Assembly,21,2,0,0,0.67
Lakdi-ka-pul,21,6,1,0,0.08
Khairatabad,21,6,1,0,0.0
Erra Manzil,21,0,0,0,0.88
Panjagutta,21,3,0,0,0.28
Ameerpet,22,5,1,0,0.0
S. R. Nagar,22,2,0,0,1.6
ESI Hospital,22,1,0,0,2.58
Erragadda,22,1,0,0,2.07
Bharat Nagar,22,0,0,0,0.42
Moosapet,22,4,0,0,0.38
Balanagar,22,5,1,0,0.03
Kukatpally,22,4,0,0,1.05
KPHB Colony,22,5,1,0,0.75
JNTU College,22,2,0,0,0.0
Miyapur,22,1,0,0,0.0
L. B. Nagar,21,3,0,0,0.18
Victoria Memorial,21,5,1,0,0.0
Chaitanyapuri,21,2,0,0,0.07
Dilsukh Nagar,21,0,0,0,0.25
Musarambagh,21,5,1,0,0.03
New Market,21,0,0,0,0.68
Malakpet,21,2,0,0,0.37
Mahatma Gandhi Bus Station,21,3,0,0,0.18
Osmania Medical College,21,1,0,0,1.38
Gandhi Bhavan,21,1,0,0,0.22
Nampally,21,3,0,0,1.15
Assembly,21,1,0,0,0.42
Lakdi-ka-pul,22,5,1,0,0.72
Khairatabad,22,4,0,0,2.7
Erra Manzil,22,4,0,0,0.03
Panjagutta,22,3,0,0,0.68
Ameerpet,22,6,1,0,4.1
S. R. Nagar,22,4,0,0,0.0
ESI Hospital,22,5,1,0,0.0
Erragadda,22,2,0,0,1.13
Bharat Nagar,22,1,0,0,0.0
Moosapet,22,5,1,0,0.03
Balanagar,22,2,0,0,0.07
Kukatpally,22,3,0,0,0.38
KPHB Colony,22,5,1,0,0.25
JNTU College,22,5,1,0,0.3
Miyapur,22,6,1,0,0.25
L. B. Nagar,21,4,0,0,0.0
Victoria Memorial,21,2,0,0,0.13
Chaitanyapuri,21,2,0,0,2.72
Dilsukh Nagar,21,6,1,0,0.15
Musarambagh,21,0,0,0,0.0
New Market,21,2,0,0,0.27
Malakpet,21,4,0,0,2.7
Mahatma Gandhi Bus Station,21,1,0,0,1.4
Osmania Medical College,22,6,1,0,1.55
Gandhi Bhavan,22,1,0,0,0.1
Nampally,22,1,0,0,1.8
Assembly,22,4,0,0,0.52
Lakdi-ka-pul,22,1,0,0,0.3
Khairatabad,22,5,1,0,0.0
Erra Manzil,22,6,1,0,1.72
Panjagutta,22,5,1,0,1.5
Ameerpet,22,6,1,0,5.05
S. R. Nagar,22,1,0,0,0.27
ESI Hospital,22,3,0,0,0.55
Erragadda,22,3,0,0,0.0
Bharat Nagar,22,0,0,0,0.0
Moosapet,22,5,1,0,0.17
Balanagar,22,0,0,0,1.97
Kukatpally,22,2,0,0,0.38
KPHB Colony,22,2,0,0,0.45
JNTU College,22,5,1,0,0.03
Miyapur,22,5,1,0,0.38
L. B. Nagar,21,6,1,0,2.18
Victoria Memorial,21,2,0,0,0.02
Chaitanyapuri,21,6,1,0,0.52
Dilsukh Nagar,22,0,0,0,0.02
Musarambagh,22,1,0,0,0.45
New Market,22,6,1,0,0.0
Malakpet,22,2,0,0,0.28
Mahatma Gandhi Bus Station,22,1,0,0,2.1
Osmania Medical College,22,1,0,0,0.57
Gandhi Bhavan,22,0,0,0,0.32
Nampally,22,6,1,0,0.88
Assembly,22,3,0,0,0.15
Lakdi-ka-pul,22,5,1,0,0.3
Khairatabad,22,3,0,0,0.78
Erra Manzil,22,4,0,0,0.27
Panjagutta,22,3,0,0,0.0
Ameerpet,22,2,0,0,0.0
S. R. Nagar,22,0,0,0,2.95
ESI Hospital,22,1,0,0,0.12
Erragadda,22,0,0,0,0.0
Bharat Nagar,22,6,1,0,0.38
Moosapet,22,5,1,0,0.15
Balanagar,22,6,1,0,1.65
Kukatpally,22,4,0,0,1.42
KPHB Colony,22,4,0,0,0.65
JNTU College,22,4,0,0,0.77
Miyapur,22,1,0,0,0.0
Assembly,6,4,0,0,0.8
Lakdi-ka-pul,6,5,1,0,1.57
Khairatabad,6,4,0,0,0.0
Erra Manzil,6,4,0,0,0.0
Panjagutta,6,5,1,0,1.1
Ameerpet,6,5,1,0,2.53
S. R. Nagar,6,1,0,0,0.67
ESI Hospital,6,6,1,0,0.47
Erragadda,6,4,0,0,1.27
Bharat Nagar,6,2,0,0,2.15
Moosapet,6,0,0,0,0.0
Balanagar,6,4,0,0,2.7
Kukatpally,6,4,0,0,0.7
KPHB Colony,6,0,0,0,0.0
JNTU College,6,6,1,0,1.93
Miyapur,6,4,0,0,0.62
New Market,6,6,1,0,1.8
Malakpet,6,5,1,0,0.0
Mahatma Gandhi Bus Station,6,6,1,0,0.17
Osmania Medical College,6,4,0,0,0.0
Gandhi Bhavan,6,2,0,0,2.03
Nampally,6,6,1,0,2.22
Assembly,6,5,1,0,1.02
Lakdi-ka-pul,6,3,0,0,0.73
Khairatabad,6,1,0,0,0.4
Erra Manzil,6,1,0,0,3.9
Panjagutta,6,0,0,0,0.38
Ameerpet,6,2,0,0,3.42
S. R. Nagar,6,6,1,0,0.93
ESI Hospital,6,1,0,0,0.5
Erragadda,6,0,0,0,3.33
Bharat Nagar,6,0,0,0,0.83
Moosapet,6,0,0,0,2.77
Balanagar,6,1,0,0,0.0
Kukatpally,6,3,0,0,0.0
KPHB Colony,6,0,0,0,0.0
JNTU College,6,4,0,0,1.37
Miyapur,6,3,0,0,2.35
Musarambagh,6,3,0,0,0.0
Dilsukh Nagar,6,4,0,0,0.0
Chaitanyapuri,6,1,0,0,0.63
Victoria Memorial,6,1,0,0,0.0
L. B. Nagar,6,6,1,0,0.0
L. B. Nagar,6,2,0,0,0.25
Victoria Memorial,6,6,1,0,0.63
Chaitanyapuri,6,1,0,0,0.05
Dilsukh Nagar,6,2,0,0,0.73
Musarambagh,6,0,0,0,0.47
New Market,6,1,0,0,0.03
Malakpet,6,1,0,0,0.4
Mahatma Gandhi Bus Station,6,6,1,0,0.48
Osmania Medical College,6,4,0,0,4.58
Gandhi Bhavan,6,0,0,0,0.22
Nampally,6,5,1,0,0.78
Assembly,6,5,1,0,0.0
Lakdi-ka-pul,6,2,0,0,1.57
Khairatabad,6,0,0,0,5.0
Erra Manzil,6,5,1,0,3.45
Panjagutta,6,3,0,0,0.0
Ameerpet,6,4,0,0,2.4
S. R. Nagar,6,3,0,0,0.57
ESI Hospital,6,5,1,0,1.65
Erragadda,6,2,0,0,0.7
Bharat Nagar,6,1,0,0,1.2
Moosapet,6,1,0,0,1.37
Balanagar,6,1,0,0,0.28
Kukatpally,6,2,0,0,2.08
KPHB Colony,6,3,0,0,0.0
JNTU College,6,2,0,0,0.23
Miyapur,6,2,0,0,0.0
Nampally,6,3,0,0,0.53
Gandhi Bhavan,6,5,1,0,1.38
Osmania Medical College,6,1,0,0,0.78
Mahatma Gandhi Bus Station,6,4,0,0,0.47
Malakpet,6,2,0,0,0.0
New Market,6,2,0,0,0.87
Musarambagh,6,3,0,0,0.48
Dilsukh Nagar,6,5,1,0,0.1
Chaitanyapuri,6,6,1,0,2.25
Victoria Memorial,6,4,0,0,0.03
L. B. Nagar,6,6,1,0,1.98
L. B. Nagar,6,2,0,0,0.43
Victoria Memorial,6,6,1,0,1.02
Chaitanyapuri,6,0,0,0,2.55
Dilsukh Nagar,6,4,0,0,0.15
Musarambagh,6,2,0,0,0.83
New Market,6,4,0,0,1.43
Malakpet,6,5,1,0,1.42
Mahatma Gandhi Bus Station,6,6,1,0,0.73
Osmania Medical College,6,0,0,0,0.97
Gandhi Bhavan,6,0,0,0,1.42
Nampally,6,4,0,0,1.83
Assembly,6,1,0,0,0.0
Lakdi-ka-pul,6,4,0,0,0.43
Khairatabad,6,3,0,0,5.72
Erra Manzil,6,1,0,0,0.57
Panjagutta,6,5,1,0,0.02
Ameerpet,6,0,0,0,1.7
S. R. Nagar,6,1,0,0,0.0
ESI Hospital,6,0,0,0,0.32
Erragadda,6,0,0,0,0.05
Bharat Nagar,6,0,0,0,1.15
Moosapet,6,3,0,0,0.07
Balanagar,7,3,0,0,0.22
Kukatpally,7,2,0,0,0.08
KPHB Colony,7,5,1,0,0.05
JNTU College,7,3,0,0,0.3
Miyapur,7,5,1,0,0.83
Panjagutta,6,0,0,0,3.33
Erra Manzil,6,5,1,0,2.08
Khairatabad,6,4,0,0,2.08
Lakdi-ka-pul,6,5,1,0,0.18
Assembly,6,1,0,0,0.3
Nampally,6,4,0,0,0.0
Gandhi Bhavan,6,0,0,0,1.5
Osmania Medical College,6,4,0,0,0.07
Mahatma Gandhi Bus Station,6,1,0,0,0.8
Malakpet,6,2,0,0,0.28
New Market,6,2,0,0,0.27
Musarambagh,6,5,1,0,4.67
Dilsukh Nagar,6,5,1,0,0.0
Chaitanyapuri,6,3,0,0,1.8
Victoria Memorial,6,4,0,0,0.83
L. B. Nagar,6,3,0,0,2.03
L. B. Nagar,6,3,0,0,1.03
Victoria Memorial,6,4,0,0,2.92
Chaitanyapuri,6,4,0,0,0.32
Dilsukh Nagar,6,1,0,0,0.9
Musarambagh,6,4,0,0,1.17
New Market,6,4,0,0,0.48
Malakpet,6,5,1,0,2.12
Mahatma Gandhi Bus Station,6,3,0,0,3.9
Osmania Medical College,6,2,0,0,0.67
Gandhi Bhavan,6,0,0,0,0.48
Nampally,6,2,0,0,0.63
Assembly,6,4,0,0,0.0
Lakdi-ka-pul,6,0,0,0,1.03
Khairatabad,6,4,0,0,0.03
Erra Manzil,6,5,1,0,0.77
Panjagutta,6,1,0,0,0.02
Ameerpet,7,4,0,0,0.0
S. R. Nagar,7,0,0,0,0.63
ESI Hospital,7,5,1,0,1.6
Erragadda,7,1,0,0,0.03
Bharat Nagar,7,6,1,0,0.17
Moosapet,7,5,1,0,0.5
Balanagar,7,0,0,0,0.25
Kukatpally,7,1,0,0,0.4
KPHB Colony,7,3,0,0,6.3
JNTU College,7,6,1,0,0.0
Miyapur,7,6,1,0,2.15
Moosapet,6,0,0,0,2.75
Bharat Nagar,6,3,0,0,0.0
Erragadda,6,5,1,0,0.35
ESI Hospital,6,6,1,0,0.25
S. R. Nagar,6,6,1,0,1.77
Ameerpet,6,6,1,0,2.6
Panjagutta,6,3,0,0,0.47
Erra Manzil,6,4,0,0,0.7
Khairatabad,6,2,0,0,0.75
Lakdi-ka-pul,6,1,0,0,2.18
Assembly,6,0,0,0,0.0
Nampally,6,5,1,0,2.38
Gandhi Bhavan,6,3,0,0,0.57
Osmania Medical College,6,5,1,0,1.37
Mahatma Gandhi Bus Station,6,6,1,0,0.0
Malakpet,6,4,0,0,2.37
New Market,6,0,0,0,0.05
Musarambagh,6,5,1,0,0.22
Dilsukh Nagar,6,4,0,0,0.0
Chaitanyapuri,6,0,0,0,0.55
Victoria Memorial,6,4,0,0,1.02
L. B. Nagar,6,4,0,0,2.88
L. B. Nagar,6,2,0,0,0.12
Victoria Memorial,6,3,0,0,0.0
Chaitanyapuri,6,1,0,0,0.2
Dilsukh Nagar,6,1,0,0,2.23
Musarambagh,6,0,0,0,3.33
New Market,6,0,0,0,0.0
Malakpet,6,5,1,0,0.1
Mahatma Gandhi Bus Station,6,5,1,0,1.53
Osmania Medical College,6,2,0,0,1.18
Gandhi Bhavan,6,0,0,0,0.43
Nampally,7,1,0,0,2.18
Assembly,7,3,0,0,0.0
Lakdi-ka-pul,7,2,0,0,0.8
Khairatabad,7,6,1,0,0.83
Erra Manzil,7,0,0,0,0.35
Panjagutta,7,6,1,0,0.87
Ameerpet,7,6,1,0,0.0
S. R. Nagar,7,2,0,0,0.0
ESI Hospital,7,2,0,0,0.28
Erragadda,7,2,0,0,0.22
Bharat Nagar,7,0,0,0,0.77
Moosapet,7,4,0,0,0.0
Balanagar,7,0,0,0,0.93
Kukatpally,7,0,0,0,0.0
KPHB Colony,7,5,1,0,0.53
JNTU College,7,0,0,0,1.78
Miyapur,7,0,0,0,0.63
L. B. Nagar,6,0,0,0,4.4
Victoria Memorial,6,2,0,0,0.57
Chaitanyapuri,6,6,1,0,1.03
Dilsukh Nagar,6,2,0,0,0.05
Musarambagh,7,0,0,0,1.05
New Market,7,5,1,0,1.9
Malakpet,7,3,0,0,2.85
Mahatma Gandhi Bus Station,7,5,1,0,5.92
Osmania Medical College,7,3,0,0,0.32
Gandhi Bhavan,7,4,0,0,0.0
Nampally,7,3,0,0,0.58
Assembly,7,1,0,0,0.82
Lakdi-ka-pul,7,1,0,0,0.17
Khairatabad,7,3,0,0,1.93
Erra Manzil,7,0,0,0,2.4
Panjagutta,7,3,0,0,0.58
Ameerpet,7,6,1,0,1.6
S. R. Nagar,7,1,0,0,1.15
ESI Hospital,7,3,0,0,0.37
Erragadda,7,2,0,0,2.4
Bharat Nagar,7,4,0,0,1.1
Moosapet,7,2,0,0,1.03
Balanagar,7,5,1,0,0.82
Kukatpally,7,2,0,0,0.03
KPHB Colony,7,6,1,0,0.0
JNTU College,7,6,1,0,0.98
Miyapur,7,4,0,0,5.12
Miyapur,6,0,0,0,0.77
JNTU College,6,4,0,0,1.23
KPHB Colony,6,0,0,0,0.05
Kukatpally,6,6,1,0,0.98
Balanagar,6,1,0,0,1.43
Moosapet,6,6,1,0,0.0
Bharat Nagar,6,3,0,0,1.47
Erragadda,6,6,1,0,0.0
ESI Hospital,6,6,1,0,3.7
S. R. Nagar,6,1,0,0,5.33
Ameerpet,6,1,0,0,2.95
Panjagutta,6,1,0,0,0.0
Erra Manzil,6,6,1,0,1.17
Khairatabad,6,3,0,0,0.0
Lakdi-ka-pul,6,0,0,0,0.0
Assembly,6,4,0,0,0.1
Nampally,6,6,1,0,0.0
Gandhi Bhavan,6,0,0,0,0.55
Osmania Medical College,6,0,0,0,0.38
Mahatma Gandhi Bus Station,6,6,1,0,1.03
Malakpet,6,2,0,0,0.13
New Market,6,3,0,0,1.25
Musarambagh,6,0,0,0,0.0
Dilsukh Nagar,6,6,1,0,1.62
Chaitanyapuri,6,0,0,0,1.95
Victoria Memorial,6,1,0,0,0.43
L. B. Nagar,6,5,1,0,0.38
L. B. Nagar,7,2,0,0,0.72
Victoria Memorial,7,4,0,0,0.0
Chaitanyapuri,7,5,1,0,2.9
Dilsukh Nagar,7,2,0,0,0.15
Musarambagh,7,1,0,0,2.32
New Market,7,1,0,0,0.08
Malakpet,7,6,1,0,1.72
Mahatma Gandhi Bus Station,7,1,0,0,0.15
Osmania Medical College,7,6,1,0,0.03
Gandhi Bhavan,7,3,0,0,1.27
Nampally,7,6,1,0,0.32
Assembly,7,5,1,0,1.25
Lakdi-ka-pul,7,1,0,0,0.8
Khairatabad,7,0,0,0,0.1
Erra Manzil,7,3,0,0,2.68
Panjagutta,7,1,0,0,0.6
Ameerpet,7,3,0,0,0.0
S. R. Nagar,7,0,0,0,0.92
ESI Hospital,7,6,1,0,0.35
Erragadda,7,1,0,0,0.22
Bharat Nagar,7,5,1,0,0.77
Moosapet,7,6,1,0,0.0
Balanagar,7,1,0,0,0.48
Kukatpally,7,0,0,0,1.1
KPHB Colony,7,1,0,0,1.17
JNTU College,7,0,0,0,0.03
Miyapur,7,1,0,0,0.4
Miyapur,6,1,0,0,0.0
JNTU College,6,2,0,0,0.1
KPHB Colony,6,3,0,0,0.27
Kukatpally,6,4,0,0,0.05
Balanagar,6,2,0,0,0.0
Moosapet,6,2,0,0,1.33
Bharat Nagar,6,3,0,0,0.08
Erragadda,6,2,0,0,0.02
ESI Hospital,6,0,0,0,1.27
S. R. Nagar,6,2,0,0,0.57
Ameerpet,6,4,0,0,0.0
Panjagutta,6,0,0,0,0.9
Erra Manzil,6,5,1,0,0.0
Khairatabad,6,3,0,0,0.0
Lakdi-ka-pul,6,3,0,0,3.12
Assembly,6,3,0,0,0.87
Nampally,6,0,0,0,1.13
Gandhi Bhavan,6,3,0,0,0.4
Osmania Medical College,6,3,0,0,0.47
Mahatma Gandhi Bus Station,6,4,0,0,1.32
Malakpet,6,1,0,0,2.62
New Market,7,6,1,0,0.98
Musarambagh,7,5,1,0,1.55
Dilsukh Nagar,7,1,0,0,0.18
Chaitanyapuri,7,1,0,0,0.23
Victoria Memorial,7,3,0,0,0.75
L. B. Nagar,7,0,0,0,0.18
L. B. Nagar,7,3,0,0,1.0
Victoria Memorial,7,1,0,0,0.0
Chaitanyapuri,7,4,0,0,1.57
Dilsukh Nagar,7,3,0,0,0.0
Musarambagh,7,3,0,0,0.62
New Market,7,3,0,0,0.18
Malakpet,7,0,0,0,1.03
Mahatma Gandhi Bus Station,7,4,0,0,0.0
Osmania Medical College,7,4,0,0,0.97
Gandhi Bhavan,7,6,1,0,0.0
Nampally,7,4,0,0,0.02
Assembly,7,4,0,0,0.0
Lakdi-ka-pul,7,1,0,0,0.22
Khairatabad,7,3,0,0,1.67
Erra Manzil,7,5,1,0,0.0
Panjagutta,7,4,0,0,0.28
Ameerpet,7,2,0,0,1.85
S. R. Nagar,7,2,0,0,2.38
ESI Hospital,7,5,1,0,0.68
Erragadda,7,6,1,0,0.0
Bharat Nagar,7,1,0,0,0.53
Moosapet,7,2,0,0,0.0
Balanagar,7,2,0,0,0.48
Kukatpally,7,2,0,0,0.4
KPHB Colony,7,1,0,0,1.0
JNTU College,7,3,0,0,0.88
Miyapur,8,1,0,1,1.93
Miyapur,6,0,0,0,0.45
JNTU College,6,0,0,0,0.53
KPHB Colony,6,2,0,0,0.98
Kukatpally,6,2,0,0,2.45
Balanagar,6,3,0,0,0.03
Moosapet,6,6,1,0,0.27
Bharat Nagar,6,5,1,0,0.2
Erragadda,6,2,0,0,0.68
ESI Hospital,6,0,0,0,0.55
S. R. Nagar,6,2,0,0,1.3
Ameerpet,6,3,0,0,2.45
Panjagutta,6,0,0,0,2.15
Erra Manzil,6,2,0,0,2.4
Khairatabad,6,3,0,0,3.18
Lakdi-ka-pul,6,6,1,0,1.48
Assembly,7,6,1,0,2.35
Nampally,7,3,0,0,0.27
Gandhi Bhavan,7,0,0,0,0.22
Osmania Medical College,7,0,0,0,0.0
Mahatma Gandhi Bus Station,7,5,1,0,1.22
Malakpet,7,0,0,0,2.77
New Market,7,6,1,0,0.2
Musarambagh,7,3,0,0,0.0
Dilsukh Nagar,7,0,0,0,0.0
Chaitanyapuri,7,6,1,0,2.62
Victoria Memorial,7,6,1,0,1.03
L. B. Nagar,7,0,0,0,3.5
L. B. Nagar,7,3,0,0,0.42
Victoria Memorial,7,5,1,0,0.42
Chaitanyapuri,7,3,0,0,0.77
Dilsukh Nagar,7,0,0,0,0.48
Musarambagh,7,0,0,0,0.0
New Market,7,6,1,0,1.3
Malakpet,7,0,0,0,1.38
Mahatma Gandhi Bus Station,7,5,1,0,1.37
Osmania Medical College,7,6,1,0,0.42
Gandhi Bhavan,7,3,0,0,0.73
Nampally,7,4,0,0,0.0
Assembly,7,1,0,0,0.0
Lakdi-ka-pul,7,2,0,0,0.82
Khairatabad,7,1,0,0,0.12
Erra Manzil,7,5,1,0,0.08
Panjagutta,7,3,0,0,1.4
Ameerpet,7,6,1,0,0.0
S. R. Nagar,7,4,0,0,0.72
ESI Hospital,7,5,1,0,4.07
Erragadda,7,6,1,0,0.05
Bharat Nagar,7,3,0,0,0.87
Moosapet,8,0,0,1,4.8
Balanagar,8,5,1,1,2.48
Kukatpally,8,2,0,1,4.43
KPHB Colony,8,1,0,1,0.0
JNTU College,8,3,0,1,3.07
Miyapur,8,4,0,1,1.78
